kubun,data_kubun,bunya_code,bunya_name,chuubunrui_code,chuubunrui_name,shoubunrui_code,shoubunrui_name,koumoku_code,koumoku_name_full,koumoku_name,koumoku_sub,tani,period,min_year,max_year,stat_name,stat_name2,stat_url,stat_url2,stat_domain,stat_minister,stat_source,stat_create,stat_memo,koumoku_type_code,koumoku_type,cancel_flg,is_observations_pref
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C312201,海面養殖業収獲量,養殖収獲量,海面養殖業収獲量,トン,毎年,2000,2022,漁業・養殖業生産統計年報,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,"ここでいう養殖収獲量とは、漁業・養殖業生産統計年報にいう「海面養殖業収獲統計調査」、「内水面養殖業収獲統計調査」及び「３湖沼漁業生産統計調査」における各収獲量の合計である。

　(１) 海面養殖業収獲統計調査

　　海面養殖業とは、海面又は陸上に設けられた施設において、海水を使用して水産動植物を集約的に育成し、収獲する事業をいう。この場合の養殖収獲量は、養殖により収獲した量（種苗養殖による収獲を除く）である。なお、海面養殖業には、海面において、魚類を除く水産動植物の採苗を行う事業を含み、次のものは除外した。

　　（ア）蓄養

　　　価格維持又は収獲時若しくは購入時と販売時の価格差による収益をあげることを目的として、水産動物をいけす等に収容し、育成は行わず一定期間生存させておく行為。

　　（イ）増殖事業

　　　天然における水産動植物の繁殖、資源の増大を目的として、水産動植物の種苗採取、ふ化放流等を行う事業。

　　（ウ） 釣堀

　　　水産動物をいけす等に収容し、利用者から料金を徴収して釣等を行わせるサービス業。ただし、釣堀を営むために業者自らが水産動物類の養殖を行っている場合は、釣堀に供するまでの段階を養殖業として扱う。

　　（エ）官公庁、学校、試験研究機関等による水産動植物の採捕

　　　調査、訓練、試験研究等を目的として、官公庁、学校、試験研究機関等が行う水産動植物の採補の事業のうち、生産物の販売を伴わないもの。

　(２) 内水面養殖業収獲統計調査及び３湖沼漁業生産統計調査

　　内水面養殖業とは、一定区画の内水面又は陸上において、淡水を使用して水産動植物（種苗を含む。）を集約的に育成し、収獲する事業をいう。

　　 この場合の収獲量は、内水面養殖業により食用を目的に収獲した数量をいい、自家用（食用）を含む。また、養殖収獲量は、収獲時の原形重量により計上し、種苗販売量は含めない。ただし、(１)の(ｱ)から(ｴ)までに掲げるもの及び「水田養魚、観賞魚、内水面においてかん水（海水等の塩分を含んだ水をいう。）を用いる養殖業」は除く。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C312202,内水面養殖業収獲量,養殖収獲量,内水面養殖業収獲量,トン,毎年,2000,2022,漁業・養殖業生産統計年報,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,"ここでいう養殖収獲量とは、漁業・養殖業生産統計年報にいう「海面養殖業収獲統計調査」、「内水面養殖業収獲統計調査」及び「３湖沼漁業生産統計調査」における各収獲量の合計である。

　(１) 海面養殖業収獲統計調査

　　海面養殖業とは、海面又は陸上に設けられた施設において、海水を使用して水産動植物を集約的に育成し、収獲する事業をいう。この場合の養殖収獲量は、養殖により収獲した量（種苗養殖による収獲を除く）である。なお、海面養殖業には、海面において、魚類を除く水産動植物の採苗を行う事業を含み、次のものは除外した。

　　（ア）蓄養

　　　価格維持又は収獲時若しくは購入時と販売時の価格差による収益をあげることを目的として、水産動物をいけす等に収容し、育成は行わず一定期間生存させておく行為。

　　（イ）増殖事業

　　　天然における水産動植物の繁殖、資源の増大を目的として、水産動植物の種苗採取、ふ化放流等を行う事業。

　　（ウ） 釣堀

　　　水産動物をいけす等に収容し、利用者から料金を徴収して釣等を行わせるサービス業。ただし、釣堀を営むために業者自らが水産動物類の養殖を行っている場合は、釣堀に供するまでの段階を養殖業として扱う。

　　（エ）官公庁、学校、試験研究機関等による水産動植物の採捕

　　　調査、訓練、試験研究等を目的として、官公庁、学校、試験研究機関等が行う水産動植物の採補の事業のうち、生産物の販売を伴わないもの。

　(２) 内水面養殖業収獲統計調査及び３湖沼漁業生産統計調査

　　内水面養殖業とは、一定区画の内水面又は陸上において、淡水を使用して水産動植物（種苗を含む。）を集約的に育成し、収獲する事業をいう。

　　 この場合の収獲量は、内水面養殖業により食用を目的に収獲した数量をいい、自家用（食用）を含む。また、養殖収獲量は、収獲時の原形重量により計上し、種苗販売量は含めない。ただし、(１)の(ｱ)から(ｴ)までに掲げるもの及び「水田養魚、観賞魚、内水面においてかん水（海水等の塩分を含んだ水をいう。）を用いる養殖業」は除く。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C312301,個人漁業経営体系数,,,世帯,5年,1975,2003,漁業センサス,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,ここでいう普通営業倉庫年間入庫量とは、倉庫業法施行規則第３条に規定する倉庫のうち、一類倉庫、二類倉庫、三類倉庫、野積倉庫、貯蔵槽倉庫及び危険品倉庫における年間の入庫量をいう。,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C3125,漁業就業者数,漁業就業者数,,人,5年,1975,2018,漁業センサス,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,ここでいう漁業就業者数とは、漁業センサス海面漁業調査にいう「漁業就業者数」であり、これは漁業世帯の世帯員のうち、調査期日現在満15歳以上で、調査期日前１年間に自営漁業又は雇われて漁業の海上作業に30日以上従事した者をいう。,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C312601,6次産業農業生産関連事業体数（農産加工）,,,事業体,毎年,2011,2021,6次産業化総合調査,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,"「農業生産関連事業」とは、「農産加工」、「消費者に直接販売」、「観光農園」、「農家民宿」等の農業生産に関連した事業をいう。本調査においては、農業経営体又は農業協同組合等による次の５事業をいう。

　（１）農産加工

　　農業経営体又は農業協同組合等が販売を目的として、自ら又は構成員（組合員）が生産した農産物をその使用割合の多寡にかかわらず用いて加工（非食品の製造も含む。）することをいう。

　（２）農産物直売所

　　農業経営体又は農業協同組合等が自ら又は構成員（組合員）が生産した農産物又は農産加工品を定期的に不特定の消費者に直接対面販売をするために開設した場所又は施設及び農業経営体から委託を受けた農産物又は農産加工品を販売するため開設した場所又は施設をいう。なお、果実等の季節性が高い農産物を販売するため、期間を限定して開設されたものを含み、無人販売所、移動販売及びインターネットのみによる販売は除く。

　（３）観光農園

　　農業経営体が観光客等の第三者に、ほ場において自ら生産した 農産物の収穫等の農作業の一部を体験させ、又はほ場を鑑賞させて料金を得る事業をいう。

　（４）農家民宿

　　農業経営体が旅館業法（昭和23年法律第138号）に基づく旅館業 の許可を得て、観光客等の第三者を宿泊させ、自ら生産した農産 物や地域の食材をその使用割合の多寡にかかわらず用いた料理を 提供して料金を得る事業をいう。

　（５）農家レストラン

　　農業経営体又は農業協同組合等が食品衛生法（昭和22年法律第 233号）に基づく飲食店営業又は喫茶店営業の許可を得て、不特定 の者に自ら又は構成員（組合員）が生産した農産物や地域の食材 をその使用割合の多寡にかかわらず用いた料理を提供して料金を 得る事業をいう。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C312602,6次産業農業生産関連事業体数（農産物直売所）,,,事業体,毎年,2011,2021,6次産業化総合調査,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,"「農業生産関連事業」とは、「農産加工」、「消費者に直接販売」、「観光農園」、「農家民宿」等の農業生産に関連した事業をいう。本調査においては、農業経営体又は農業協同組合等による次の５事業をいう。

　（１）農産加工

　　農業経営体又は農業協同組合等が販売を目的として、自ら又は構成員（組合員）が生産した農産物をその使用割合の多寡にかかわらず用いて加工（非食品の製造も含む。）することをいう。

　（２）農産物直売所

　　農業経営体又は農業協同組合等が自ら又は構成員（組合員）が生産した農産物又は農産加工品を定期的に不特定の消費者に直接対面販売をするために開設した場所又は施設及び農業経営体から委託を受けた農産物又は農産加工品を販売するため開設した場所又は施設をいう。なお、果実等の季節性が高い農産物を販売するため、期間を限定して開設されたものを含み、無人販売所、移動販売及びインターネットのみによる販売は除く。

　（３）観光農園

　　農業経営体が観光客等の第三者に、ほ場において自ら生産した 農産物の収穫等の農作業の一部を体験させ、又はほ場を鑑賞させて料金を得る事業をいう。

　（４）農家民宿

　　農業経営体が旅館業法（昭和23年法律第138号）に基づく旅館業 の許可を得て、観光客等の第三者を宿泊させ、自ら生産した農産 物や地域の食材をその使用割合の多寡にかかわらず用いた料理を 提供して料金を得る事業をいう。

　（５）農家レストラン

　　農業経営体又は農業協同組合等が食品衛生法（昭和22年法律第 233号）に基づく飲食店営業又は喫茶店営業の許可を得て、不特定 の者に自ら又は構成員（組合員）が生産した農産物や地域の食材 をその使用割合の多寡にかかわらず用いた料理を提供して料金を 得る事業をいう。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C312701,6次産業農業生産関連事業体年間販売金額（農産加工）,,,百万円,毎年,2011,2021,6次産業化総合調査,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,"ここでいう農産業年間販売金額とは、農業生産関連事業における年間販売金額をいう。ここでは、「農産加工」及び「農産物直売所」を営む事業体が、１年間（４月１日～３月31日）の事業による販売金額を収集している。

ただし、この期間での記入が困難な場合は、記入可能な直近１年間（暦年や決算期間）としている。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C31,農林水産業,C312702,6次産業農業生産関連事業体年間販売金額（農産物直売所）,,,百万円,毎年,2011,2021,6次産業化総合調査,,URL,URL2,Domain,農林水産省大臣官房統計部,農林水産省大臣官房統計部,,"ここでいう農産業年間販売金額とは、農業生産関連事業における年間販売金額をいう。ここでは、「農産加工」及び「農産物直売所」を営む事業体が、１年間（４月１日～３月31日）の事業による販売金額を収集している。

ただし、この期間での記入が困難な場合は、記入可能な直近１年間（暦年や決算期間）としている。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3301,着工建築物数,着工建築物数,,棟,毎年,1975,2023,建築着工統計調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,"ここでいう着工建築物数とは、建築着工統計調査にいう建築物の棟数をさす。これは、調査期間中における着工建築物の棟の総数をいう。

　また、建築物とは、建築基準法第15条第１項の規定によって、建築主から、都道府県知事に対して建築の工事の届出があったものをいう。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3302,着工建築物床面積,着工建築物床面積,,m2,毎年,1975,2023,建築着工統計調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,"着工建築物床面積とは、調査期間中における着工建築物の床面積の合計をいう。

　ここでいう着工建築物床面積とは、建築基準法施行令第２条第１項第３号にいうものをさす。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3303,着工建築物工事費予定額,着工建築物工事費予定額,,万円,毎年,1975,2023,建築着工統計調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,"着工建築物工事費予定額とは、調査期間中における着工建築物の工事費予定額をいう。

　ここでいう着工建築物工事費予定額とは、建築工事に要する予定額であって主体工事費及び建築設備の工事費を合算したものである。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3304,元請完成工事高,元請完成工事高,,百万円,毎年,1975,2022,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,"元請工事とは、発注者（施主）から直接請け負った建設工事をいい、民間等で自社のために行った自家工事を含む。

　建設工事とは、建設業法第２条第１項に規定するものをいう。

　完成工事高とは、決算期内に工事が完成し、その引渡しが完了したものについての最終請負高（請負高の全部又は一部が確定しないものについては、見積計上による請負高）及び未完成工事を工事進行基準により収益に計上する場合における決算期中出来高相当額である。

　ここでいう元請完成工事高とは、建設工事施工統計調査の「新設工事」と「維持・修繕工事」を合計したものであり、業者所在都道府県別の元請完成工事高を収集対象としている。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330401,元請完成工事高（土木）,元請完成工事高,（土木）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330402,元請完成工事高（建築）,元請完成工事高,（建築）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330403,元請完成工事高（機械）,元請完成工事高,（機械）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330410,元請完成工事高（民間）,元請完成工事高,（民間）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330411,元請完成工事高（民間）（土木）,元請完成工事高,（民間）（土木）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330412,元請完成工事高（民間）（建築）,元請完成工事高,（民間）（建築）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330413,元請完成工事高（民間）（機械）,元請完成工事高,（民間）（機械）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330420,元請完成工事高（公共）,元請完成工事高,（公共）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330421,元請完成工事高（公共）（土木）,元請完成工事高,（公共）（土木）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330422,元請完成工事高（公共）（建築）,元請完成工事高,（公共）（建築）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330423,元請完成工事高（公共）（機械）,元請完成工事高,（公共）（機械）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3305,下請完成工事高,下請完成工事高,,百万円,毎年,1975,2022,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,下請工事とは、元請工事以外の、他の建設業者（元請業者や下請業者）から下請として請け負った建設工事をいい、１次又は２次等の下請工事を含む。,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330501,下請完成工事高（土木）,下請完成工事高,（土木）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,下請工事とは、元請工事以外の、他の建設業者（元請業者や下請業者）から下請として請け負った建設工事をいい、１次又は２次等の下請工事を含む。,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330502,下請完成工事高（建築）,下請完成工事高,（建築）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,下請工事とは、元請工事以外の、他の建設業者（元請業者や下請業者）から下請として請け負った建設工事をいい、１次又は２次等の下請工事を含む。,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C330503,下請完成工事高（機械）,下請完成工事高,（機械）,百万円,毎年,1975,2007,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,下請工事とは、元請工事以外の、他の建設業者（元請業者や下請業者）から下請として請け負った建設工事をいい、１次又は２次等の下請工事を含む。,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3306,建設業者数,建設業者数,,-,毎年,2000,2022,建設工事施工統計調査報告,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,ここでいう「受注工事請負契約件数」「受注工事請負契約額」とは、建設工事受注動態統計調査における公共機関から受注工事の「工事件数」「請負契約額」をいい、「公共機関からの受注工事」は１件500万円以上の工事を対象にしている。,6,コード,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3307,受注工事請負契約件数（公共）,受注工事請負契約件数（公共）,,件,毎年,2014,2023,建設工事受注動態統計調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C33,建設業,C3308,受注工事請負契約額（公共）,受注工事請負契約額（公共）,,百万円,毎年,2014,2023,建設工事受注動態統計調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C3401,製造品出荷額等,製造品出荷額等,,百万円,毎年,1975,2022,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,"製造品出荷額等とは、調査期間１年間における製造品出荷額、加工賃収入額、くず廃物の出荷額及びその他収入額の合計であり、消費税及び酒税、たばこ税、揮発油税及び地方揮発油税を含んだ額である。

　①　製造品の出荷額とは、その事業所の所有に属する原材料によって製造されたもの（原材料を他企業の国内事業所に支給して製造させたものを含む）を、調査期間1年間にその事業所から出荷した場合の工場出荷額をいう。また、次のものも製造品出荷に含まれる。ただし、仕入れて又は受け入れてそのまま販売するもの（転売品）は含まない。

　　　(ア)同一企業に属する他の事業所ヘ引き渡したもの

　　　(イ)自家使用されたもの（その事業所において最終製品として使用されたもの）

　　　(ウ)委託販売に出したもの（販売済みでないものを含み、調査期間中に返品されたものを除く）

　②　加工賃収入額とは、調査期間中に他企業の所有に属する主要原材料によって製造し、あるいは他企業の所有に属する製品又は半製品に加工、処理を加えた場合、これに対して受け取った又は受け取るべき加工賃をいう。

　③　その他収入額とは、上記①、②及びくず廃物の出荷額以外で例えば、「転売収入」、「冷蔵保管料」及び「自家発電の余剰電力の販売収入」等の収入額をいう。

　なお、ここでは従業者４人以上の事業所を対象としている。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C3402,製造業付加価値額,製造業付加価値額,,百万円,毎年,2000,2022,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,"「旅館業」とは旅館業法第２条において、(1)ホテル営業、(2)旅館営業、(3)簡易宿所営業及び(4)下宿営業をいう。

　ここでいう「旅館営業施設」とは、旅館業のうちの(1)ホテル営業と(2)旅館営業を合わせた施設をいう。

　また、ここでは旅館業のうちの(1)ホテル営業と(3)簡易宿所の施設もそれぞれ収集対象としている。

　なお、ここでいう旅館業の各「営業施設」とは、旅館業法第３条第１項又は第９条の２の規定により都道府県知事又は保健所を設置する市の市長の許可を受けた施設をいう。",1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C3403,製造業事業所数,製造業事業所数,,事業所,毎年,1975,2023,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C3404,製造業従業者数,製造業従業者数,,人,毎年,1975,2023,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C3405,製造業事業所敷地面積,製造業事業所敷地面積,,千m2,毎年,1975,2023,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C3406,工業用水量,工業用水量,,m3/日,毎年,1975,2015,工業統計調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C340601,工業用水量（淡水）,工業用水量,（淡水）,m3/日,毎年,1975,2015,工業統計調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C34,製造業,C340602,工業用水量（海水）,工業用水量,（海水）,m3/日,毎年,1975,2015,工業統計調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C3501,商業年間商品販売額（卸売業＋小売業）,商業年間商品販売額（卸売業＋小売業）,,百万円,不定,1975,2022,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350101,卸売業年間商品販売額,商業年間商品販売額（卸売業＋小売業）,卸売業年間商品販売額,百万円,不定,1975,2022,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350102,小売業年間商品販売額,商業年間商品販売額（卸売業＋小売業）,小売業年間商品販売額,百万円,不定,1975,2022,経済構造実態調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C3502,商業事業所数（卸売業＋小売業）,商業事業所数（卸売業＋小売業）,,事業所,不定,1976,2021,経済センサス-活動調査,,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350201,卸売業事業所数,商業事業所数（卸売業＋小売業）,卸売業事業所数,事業所,不定,1976,2021,経済センサス-活動調査,,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350202,小売業事業所数,商業事業所数（卸売業＋小売業）,小売業事業所数,事業所,不定,1976,2021,経済センサス-活動調査,,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C3503,商業従業者数（卸売業＋小売業）,商業従業者数（卸売業＋小売業）,,人,不定,1976,2021,経済センサス-活動調査,,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350301,卸売業従業者数,商業従業者数（卸売業＋小売業）,卸売業従業者数,人,不定,1976,2021,経済センサス-活動調査,,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350302,小売業従業者数,商業従業者数（卸売業＋小売業）,小売業従業者数,人,不定,1976,2021,経済センサス-活動調査,,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C3505,商品手持額（卸売業＋小売業）,商品手持額（卸売業＋小売業）,,百万円,不定,1976,2011,商業統計調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350501,卸売業商品手持額,商品手持額（卸売業＋小売業）,卸売業商品手持額,百万円,不定,1976,2011,商業統計調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C35,商業,C350502,小売業商品手持額,商品手持額（卸売業＋小売業）,小売業商品手持額,百万円,不定,1976,2011,商業統計調査,経済センサス-活動調査,URL,URL2,Domain,総務省統計局、経済産業省大臣官房調査統計グループ,総務省統計局、経済産業省大臣官房調査統計グループ,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C36,金融業,C3601,預貯金残高,預貯金残高,,億円,毎年,1975,2004,日本銀行統計＜特別掲載＞,,URL,URL2,Domain,日本銀行調査統計局,日本銀行調査統計局,,,1,実数,1,
p,基礎項目,C,経済基盤,C3,生産活動,C36,金融業,C360111,国内銀行預金残高,預貯金残高,国内銀行預金残高,億円,毎年,1975,2023,日本銀行ホームページ,,URL,URL2,Domain,日本銀行調査統計局,日本銀行調査統計局,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C36,金融業,C360120,郵便貯金残高,預貯金残高,郵便貯金残高,億円,毎年,1975,2023,ゆうちょ銀行ホームページ,,URL,URL2,Domain,ゆうちょ銀行,ゆうちょ銀行,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C36,金融業,C360211,国内銀行個人預金残高,,,億円,毎年,1979,2023,日本銀行ホームページ,,URL,URL2,Domain,日本銀行調査統計局,日本銀行調査統計局,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C36,金融業,C360311,国内銀行貸出残高,,,億円,毎年,1975,2023,日本銀行ホームページ,,URL,URL2,Domain,日本銀行調査統計局,日本銀行調査統計局,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C37,運輸業,C3702,ＪＲ貨物発送量,ＪＲ貨物発送量,,トン,毎年,2005,2022,貨物地域流動調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C37,運輸業,C370201,ＪＲ貨物発送量（コンテナを除く）,ＪＲ貨物発送量,（コンテナを除く）,トン,毎年,2005,2022,貨物地域流動調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,,
p,基礎項目,C,経済基盤,C3,生産活動,C37,運輸業,C3704,ＪＲ輸送人員,ＪＲ輸送人員,,千人,毎年,2005,2022,旅客地域流動調査,,URL,URL2,Domain,国土交通省総合政策局,国土交通省総合政策局,,,1,実数,,
